"","CHROM","POS","Bulk","Parent","Interaction"
"result.94","II",112018,-0.0592911750270658,0.0418098264926773,-0.0304636878133502
"result.95","II",112372,0.1015780297303,0.32214279884312,-0.411301611791189
"result.96","II",112378,-0.00251497393799348,0.277915301703279,-0.353433024712043
"result.97","II",112399,0.0452808502207917,0.304204072174717,-0.253415019561334
"result.98","II",112510,-0.248091142958115,-0.162089957742051,0.0888482098382251
"result.99","II",112527,-0.261782519604374,-0.126907943433384,0.0609375170126204
"result.100","II",112544,-0.296361606171505,-0.160406421925031,0.214576936152907
"result.101","II",112684,-0.0920576052816002,0.0779465115080907,0.0158511489834712
"result.102","II",112736,0.129724764502961,0.199881478841107,-0.463603357110359
"result.103","II",113236,-0.228179744159367,-0.0860069264324731,0.102425202973116
"result.104","II",113452,0.0375883176458509,0.250550549327737,-0.444424057940132
"result.105","II",11360,-0.327373612408967,-0.133173607673269,0.0701540967906984
"result.106","II",11361,-0.327373612408964,-0.133173607673269,0.0701540967906949
"result.107","II",113639,0.111388846877854,0.0796574301371415,-0.243614087058654
"result.108","II",113689,0.00243537547982258,0.23830807485756,-0.234436644956047
"result.109","II",113697,0.0545881902844023,0.219404420553682,-0.280359625852968
"result.110","II",11435,-0.512115623813248,-0.130958456814948,0.220318159444502
"result.111","II",114676,-0.281712780011989,0.103929290345761,0.0314468442163566
"result.112","II",11470,-0.486099618313793,-0.15988388185977,0.283902204997842
"result.113","II",115241,-0.483361533985767,-0.170026157381269,0.426135890995234
"result.114","II",115305,-0.277618166838547,-0.146375986023249,0.308540077162861
"result.115","II",11545,-0.132653451123124,-0.0142466967117784,0.109679867845984
"result.116","II",115635,-0.0530433927324236,0.13600315765566,-0.106186428823025
"result.117","II",116038,-0.328311184340519,-0.00851463040707263,-0.0234801830854135
"result.118","II",11618,-0.114646272727607,0.0584922106056653,-0.0534358554631959
"result.119","II",116476,-0.0487592956844921,-0.0596545328149314,-0.0796092849233303
"result.120","II",116536,-0.255028158522072,-0.14792005187733,0.158801942046013
"result.121","II",116832,0.0712700012366352,-0.0427869531489986,0.068854779918901
"result.122","II",116850,0.212464519279454,-0.0992646253484879,-0.0426272432844967
"result.123","II",116854,0.211456672550521,-0.104707327510949,-0.0246933247878939
"result.124","II",116939,-0.0452026290098684,0.0411603659554787,0.150830119989899
"result.125","II",116947,-0.117712166853796,0.0320148015425837,0.200719791869385
"result.126","II",117246,0.179336691679061,-0.104990579947765,-0.235936002107661
"result.127","II",11738,-0.321142003679616,0.0418238373174828,-0.0689522697985363
"result.128","II",11749,-0.267647209955978,-0.00717218219202303,-0.00939940164433728
"result.129","II",11753,-0.249058930365722,-0.00834905533361287,0.00428403747806814
"result.130","II",117786,-0.103564268292418,0.118955628033679,-0.176068878439511
"result.131","II",118457,-0.200670695462149,-0.0848292527498514,0.0185357482639672
"result.132","II",118815,-0.100785459287811,0.0600393276271394,-0.110640340920929
"result.133","II",118905,-0.0388776033836434,-0.0290618166500443,-0.0421648662913148
"result.134","II",118944,-0.000767540071872156,-0.101425083160498,-0.144360222299815
"result.135","II",119103,-0.166585184054304,0.00185604815466032,0.0390289360615432
"result.136","II",11930,-0.447646722144458,-0.197123002612313,0.172240386068062
"result.137","II",119614,-0.0455012362158627,0.0766372069337197,-0.0381848120116698
"result.138","II",119958,-0.00451985793250552,0.128481271202164,-0.130003727725614
"result.139","II",119961,-0.00978434303373813,0.129984398292364,-0.152123136693307
"result.140","II",12017,-0.165905319459294,0.084376207797133,-0.0471801103921785
"result.141","II",120291,0.00303240995755233,0.0470531612615403,-0.250007107912623
"result.142","II",12122,-0.360360026617391,-0.0661589639976089,0.312141901274192
"result.143","II",121376,-0.125004619362681,-0.150087495457222,0.0672568086611344
"result.144","II",121541,-0.133510384441834,0.208795830248162,0.0152886560826483
"result.145","II",121576,-0.159254325943181,0.298875019034065,0.00771993452227803
"result.146","II",121716,-0.37171282130326,0.109295342341646,-0.119245673194806
"result.147","II",12208,-0.159591765068325,0.0391765672915085,-0.189412133262805
"result.148","II",122381,-0.123379021145593,-0.154532577847757,0.0512799130781744
"result.149","II",122705,-0.222562782612404,-0.00458902141550367,0.106859768361584
"result.150","II",122996,0.0774580590390049,0.00917437627604128,-0.3136394814543
"result.151","II",123023,-0.0578547926981226,0.00816411360982764,-0.1523828976243
"result.152","II",12328,-0.217140947865359,-0.0418443339859092,-0.126609331031648
"result.153","II",123764,-0.138660619792586,-0.149567791457049,0.414028683147169
"result.154","II",123995,-0.126973252870519,-0.048902144162456,0.0250685024701038
"result.155","II",124115,-0.148845621905275,-0.0236689152857797,0.260963109023406
"result.156","II",124456,-0.175902391270719,-0.00333298923273702,0.0570111468410579
"result.157","II",124595,-0.281460713020205,-0.253505365156533,0.304363782077923
"result.158","II",124677,-0.0632621964059257,0.114680247600144,-0.0400604753572711
"result.159","II",12485,-0.112630344440133,0.11748187619017,-0.199205609685075
"result.160","II",124916,0.0687843927345363,0.169376488956176,-0.116241521460534
"result.161","II",124942,-0.0102094376893881,0.102894132245036,-0.0597720131855476
"result.162","II",12511,-0.174299463709301,0.199935559808982,-0.154075771258771
"result.163","II",125786,-0.15313930976986,0.111879860861435,-0.190907380378813
"result.164","II",125843,-0.0477591821989269,-0.0567108506317135,-0.168299570135497
"result.165","II",126080,-0.122371370502834,0.017126725826767,0.089114174672611
"result.166","II",126272,0.0104163529423046,-0.124752351411817,0.0719267040904908
"result.167","II",126675,-0.221797060774954,-0.148736882356359,0.151376395557551
"result.168","II",127025,-0.287703043626894,0.0959581629794366,0.159027212084031
"result.169","II",12728,-0.296453120231815,0.219883800719508,-0.033726324757255
"result.170","II",127462,-0.360525897319049,-0.13790994760906,0.336433478979294
"result.171","II",127605,-0.228714586545953,-0.0613795169766555,0.272861118725309
"result.172","II",127636,-0.248513835247601,-0.220194027027129,0.448447017116177
"result.173","II",128153,0.064828550148298,-0.0454957402189104,-0.0752014780688524
"result.174","II",12839,-0.400645821672215,-0.209671964644834,0.0877821470358797
"result.175","II",128435,0.152355009831469,0.0399120214179925,-0.477230454063652
"result.176","II",128515,0.0123431284182251,-0.0111158513427235,-0.256149835398344
"result.177","II",129347,-0.0914329421165964,-0.00121838061563978,-0.129758421599782
"result.178","II",129386,-0.147858908858264,0.0612867084339923,0.0145540045078068
"result.179","II",129668,0.0160658735513001,-0.117968416817649,-0.050227140968563
"result.180","II",129692,0.0773680109067563,-0.049629123592418,-0.240694786083957
"result.181","II",130349,-0.116585543940731,-0.012758698673086,0.0606181136241379
"result.182","II",13061,-0.067778385928851,-0.0147492579903428,-0.0733867680499926
"result.183","II",130769,-0.0819383055052172,-0.13974691442659,-0.0131818264016195
"result.184","II",131020,0.117405035196521,0.0792811217426286,-0.284273362137924
"result.185","II",13169,-0.379282777480095,-0.0389306283703856,0.0444802690811788
"result.186","II",131840,-0.0604092029541418,0.242535250380536,-0.00704586324402748
"result.187","II",13189,-0.395648444413684,-0.0801139738885135,0.111906709173829
"result.188","II",132280,-0.0961061068950442,0.0146759846607801,0.000589909076042348
"result.189","II",132489,-0.0169348764235501,0.0771729157376339,-0.0204564829097676
"result.190","II",132564,-0.0553968632145141,0.0905570493997607,-0.0199654565548871
"result.191","II",132663,-0.241967990667784,-0.119805680085566,0.117218276602205
"result.192","II",13313,-0.244925415271407,-0.10259642610148,0.054642032979444
"result.193","II",133239,0.225476744033618,-0.0256884187540493,-0.310168240058714
"result.194","II",133355,0.264332362486664,0.218273903075143,-0.451674689965058
"result.195","II",133440,-0.0180637547915661,0.0527948055577061,-0.199463501109307
"result.196","II",133742,0.0988010528351828,-0.119103637922091,-0.097641258011434
"result.197","II",134485,0.0168728505153452,0.158175387291576,-0.228328234470431
"result.198","II",134692,0.123370381960608,0.132335817115922,-0.128707154342435
"result.199","II",135214,-0.0570748950749317,-0.152112589192602,0.176911118961927
"result.200","II",135827,0.0847221640569781,-0.120928220084764,-0.0526183803654169
"result.201","II",135898,-0.267554848869377,-0.242728484589734,0.402043460787489
"result.202","II",135912,-0.230085482613082,-0.311338012308468,0.407658617955431
"result.203","II",135923,-0.150696337835764,-0.244636730715895,0.348855470426529
"result.204","II",135925,-0.148569883508545,-0.236391060465411,0.351860325351466
"result.205","II",13609,-0.168527170690911,0.202408527843495,-0.165640035168009
"result.206","II",136467,0.166446166152646,-0.51977441644422,0.434402460559786
"result.207","II",136582,-0.378481129456424,-0.135772649920129,0.354589711417086
"result.208","II",137232,-0.0881841397064971,0.0130415234228395,-0.0744716221291842
"result.209","II",137522,-0.139219672393957,-0.102017123421835,0.130316592919824
"result.210","II",137654,0.127666380680885,0.0502797254052758,-0.0571336522851427
"result.211","II",137801,0.262641591095945,0.0482276443977924,-0.413146103788861
"result.212","II",137882,0.141728159116016,-0.134119454819636,-0.208622390826471
"result.213","II",138068,-0.137261678124995,0.033909898615835,0.155006122854105
"result.214","II",138095,-0.12597450200789,0.0262738309114721,-0.0270959458483226
"result.215","II",138318,0.117767549609045,0.149342460812277,-0.306397845537508
"result.216","II",138686,-0.132791473714086,0.187696799045529,-0.135142756003543
"result.217","II",138689,-0.11950154397901,0.160370220315702,-0.10652264654113
"result.218","II",138695,-0.176632892360688,0.183150423128972,-0.0690188473733793
"result.219","II",138698,-0.19014765411988,0.177865000599692,-0.0638770962863115
"result.220","II",139115,-0.243115498659596,-0.0405591978205241,0.0630030035856172
"result.221","II",139895,0.133980833280659,0.0280410152535466,-0.158374705220663
"result.222","II",140063,-0.00740991716290647,0.0119466546978886,0.0314243173200945
"result.223","II",140383,0.0110938002496477,-0.111475672121719,-0.0184216835768413
"result.224","II",140633,-0.041601408647956,0.0516431777252069,-0.125711365206315
"result.225","II",140863,-0.226172531760809,0.0052024619201555,0.140939603228586
"result.226","II",140964,-0.23881081485177,-0.294943778779603,0.404773034202912
"result.227","II",141047,-2.81872971546803e-15,-1.41619401351496e-15,3.91139329951328e-15
"result.228","II",141227,-0.0430861226644028,0.096216673042091,0.0170097138964243
"result.229","II",14146,-0.18719939893424,0.104993844470088,-0.29503207899425
"result.230","II",141987,-0.174353370371457,0.128958213918853,0.00920223590308272
"result.231","II",142508,-0.0694718855853183,0.118941341653718,-0.228471577896264
"result.232","II",142825,-0.233792982236789,0.0882871690972863,0.0607310731815856
"result.233","II",142980,-0.261109910824658,-0.214989980037168,0.297396749180403
"result.234","II",143327,-0.136504625860468,-0.17780059903468,0.254931078453718
"result.235","II",143335,-0.172685799546902,-0.164516931897565,0.303714061690443
"result.236","II",143387,0.0733881728284655,0.169635689011147,0.00551180705647161
"result.237","II",143478,-0.222265973214005,-0.219622471993451,0.146357601992852
"result.238","II",143627,0.0121966252994449,0.202037931018737,-0.167305124101141
"result.239","II",143749,-0.122562360464843,0.0100238856208929,-0.0644933357174587
"result.240","II",143756,-0.160900664926652,0.0091099707079405,-0.0498500550835516
"result.241","II",143759,-0.118168282232146,0.0576228166166994,-0.113664467414511
"result.242","II",143789,-0.139755198375833,0.0772798598063634,-0.0107877109847247
"result.243","II",144151,0.176887807013038,-0.0882953778556177,-0.0892337888619027
"result.244","II",144448,-0.0315892067105779,-0.0610244488733153,-0.0960034763993021
"result.245","II",14472,-0.122788967325442,0.0853011738634764,-0.0808446178369044
"result.246","II",145108,-0.251898876494596,-0.055579096178245,0.220368168871935
"result.247","II",145474,-0.189118630568356,-0.222594775705242,0.307942535593632
"result.248","II",145486,-0.230160528368324,-0.176031258747336,0.237752953848848
"result.249","II",145735,-0.0402140322570159,0.124855250438616,-0.0316016923425411
"result.250","II",145924,0.0456653191288034,0.0910527980587292,-0.0514865413884191
"result.251","II",146248,-0.0409069152091876,-0.135263538525681,0.0674258416985214
"result.252","II",146288,-0.21236354141711,-0.00937148287105085,0.113734492197457
"result.253","II",146950,-0.226406089121751,-0.272602833156245,0.574712779477069
"result.254","II",146992,-0.142626783267547,-0.293632998297353,0.361250765705194
"result.255","II",147143,-0.119447717645404,0.0611315671256641,-0.0313857260500424
"result.256","II",148327,-0.108368036721782,0.0406057549259426,-0.208385637410655
"result.257","II",14847,-0.269987720320289,0.16523112560383,-0.171626811361566
"result.258","II",148555,-0.299537638055386,0.0204506695660654,0.177862858587387
"result.259","II",148936,-0.332359309749855,-0.0154070149540195,0.237158731392768
"result.260","II",148999,-0.044619064586507,0.0380184345537167,-0.010101870308965
"result.261","II",149059,-0.0696618517391136,-0.0189530487835207,0.0290605255751475
"result.262","II",149137,0.0539366132899424,0.343392679465786,-0.459374127198406
"result.263","II",149353,-0.296120483148693,-0.0784421407303464,0.422457725480823
"result.264","II",149400,-0.0682446933727723,0.0609961378483427,0.0721387133614534
"result.265","II",149696,0.00310972319315016,-0.0645762085395965,-0.102715264001033
"result.266","II",149779,-0.140169246475463,0.0728705904465773,0.0102070647339372
"result.267","II",150296,-0.146257380838581,-0.169547271915571,0.00628643801387714
"result.268","II",150403,0.0650504562167708,0.396642438139211,-0.515828955054268
"result.269","II",150781,0.158386141416498,-0.084782004862703,-0.198984485152945
"result.270","II",150809,0.0228938173396785,-0.137048747888747,0.0181672790175098
"result.271","II",151197,0.00869464190385471,0.243993270264222,-0.125493303302614
"result.272","II",151574,-0.0822670437388902,-0.0254461782382472,-0.138137753186521
"result.273","II",151682,-0.124562722629462,-0.0778384377670778,0.229662263505687
"result.274","II",151709,0.145953912614068,0.0173103324349193,-0.0888838505126636
"result.275","II",151724,0.0110114123327856,0.0730641675286593,-0.0366563957520446
"result.276","II",151783,-0.0299972041455953,0.013447533932164,0.0167430884671912
"result.277","II",151921,0.0104964313267803,0.0459063312582282,-0.220802813368364
"result.278","II",151946,-0.0245465765192033,-0.0260517341808493,-0.268227163997957
"result.279","II",152204,0.180650095287604,-0.156940081084187,0.0217945930677165
"result.280","II",15234,-0.159959559541864,-0.0847048320330317,-0.045317704416826
"result.281","II",152451,-0.118837476985408,-0.0678251093274118,0.14863419844008
"result.282","II",152949,0.255760854714823,0.129619053962629,-0.408297846460482
"result.283","II",153155,-0.00625536395428553,0.0443798191887032,0.00122488355412783
"result.284","II",154001,0.0985829995198098,0.00769051328382781,-0.0644452650542121
"result.285","II",154142,-0.0758829693314021,-0.288656937629214,0.165852794342724
"result.286","II",154160,-0.113520192992846,-0.255516792550871,0.248167033012433
"result.287","II",15518,-0.330065120594205,-0.0821807044685493,0.232934684778496
"result.288","II",155210,-0.0480092191359679,0.184103001900553,-0.222449206460855
"result.289","II",155527,-0.0905744089889536,0.104367705431338,-0.0170479490227453
"result.290","II",155591,-0.200271641670445,-0.275529699088816,0.381949716703887
"result.291","II",155632,-0.0627905612198967,-0.330670001822928,0.288624923050544
"result.292","II",155828,-0.110226015032332,0.107997094103964,0.0594008539583247
"result.293","II",155972,-0.303157174667033,-0.164927870367015,0.287593260970084
"result.294","II",156194,0.213112097814204,0.0420287566730384,-0.413582256840716
"result.295","II",156266,0.41661187553973,0.248389585272929,-0.556869548387043
"result.296","II",156533,0.0219094026275428,0.00987120866754661,-0.100121921618393
"result.297","II",156572,-0.128317682671753,-0.0223636841709554,0.101987332441748
"result.298","II",157270,-0.106900773829733,-0.0783950193706884,0.0448984203309883
"result.299","II",157331,0.254527491139547,0.111595324305352,-0.0526699382644216
"result.300","II",157763,-0.0394324517251235,-0.272038137767452,0.13339349380915
"result.301","II",15830,-0.100166477111678,0.00343192355274864,-0.212563801169817
"result.302","II",158953,-0.063297893812354,-0.0586026694499385,0.0630274554300937
"result.303","II",159397,-0.217407970650783,-0.136040461206935,0.242768754756742
"result.304","II",159427,-0.178827100761712,0.0278025268106851,0.149839564190115
"result.305","II",159670,-0.00211969066882796,0.27550501750523,-0.0683988676247541
"result.306","II",159857,-0.121220645783909,0.0601193954437768,-0.0226629383584545
"result.307","II",159891,-0.215483354139202,0.0697740197778207,0.13962703776411
"result.308","II",159902,-0.263717784612431,0.0387660581536412,0.10993179699208
"result.309","II",159927,-0.125053493808053,-0.00223214378393568,0.113197824385338
"result.310","II",160618,0.0176592455721123,0.0297312007690947,-0.0812063656543511
"result.311","II",161065,0.161418559422094,-0.0376712059322846,-0.0151712754420525
"result.312","II",161512,-0.0932249892048552,-0.133013111166048,0.0717624819727646
"result.313","II",162819,-0.182071502308162,0.0862227819992161,0.215302999038492
"result.314","II",163080,0.0241917910527161,-0.0626425501945423,-0.0222970381373409
"result.315","II",163180,-0.244537060517109,0.00390425221227482,0.144543897606499
"result.316","II",163349,0.0254738281304244,-0.035254972487044,0.137631697845386
"result.317","II",163497,-0.205634394113017,0.056010311638859,-0.0398470382874109
"result.318","II",163787,-0.281394963990329,-0.0816727722526391,0.341801640824272
"result.319","II",164474,-0.136121694643432,-0.0571354154310096,0.0991695904471622
"result.320","II",164792,0.063605249872441,-0.10020801853186,-0.105329527206436
"result.321","II",164828,-0.158955577840486,-0.218338424459664,0.210329929346956
"result.322","II",164914,-0.0282836737633883,-0.0634076471690052,-0.172283120197293
"result.323","II",164985,-0.150797694031413,-0.197511239969359,0.156025557599074
"result.324","II",165010,-0.438415007768172,-0.0666846131963105,0.450409734667862
"result.325","II",165049,-0.433786372322135,-0.0298925349000391,0.43274167193446
"result.326","II",165107,-0.132001709996359,-0.0169641545963803,0.25725431716184
"result.327","II",16530,-0.230335671018458,-0.00492711307339758,-0.130874428085663
"result.328","II",165586,-0.158933811817818,-0.0332859776334662,0.0679620337175271
"result.329","II",165670,0.0649706254395185,-0.125673985327577,-0.178349890763146
"result.330","II",166025,-0.0050227991375921,0.0771828899664839,-0.0817254616008026
"result.331","II",166227,-0.0638934568282237,0.067318794647295,0.21699958909998
"result.332","II",166396,-0.0714960017050717,-0.23669651771891,0.355255401713049
"result.333","II",166460,-0.0667053223256894,0.0135363495848417,0.235032195421748
"result.334","II",166544,0.268035063696124,0.157729460747668,-0.255858926320547
"result.335","II",166607,0.122665277916987,0.12575222943369,-0.162776356395468
"result.336","II",166654,0.0855750112896656,0.137108661404767,-0.228230915814162
"result.337","II",167275,-0.00533890193214771,-0.0486913318335817,0.0807491643110229
"result.338","II",167397,0.0610661127449871,-0.0124352919379363,-0.0335726308773176
"result.339","II",16749,-0.15282175698784,0.0171182143541302,-0.107210963184919
"result.340","II",167680,0.0240975515790594,0.107550205951695,0.0751829581746807
"result.341","II",167779,0.0108959310596102,0.166270440734333,-0.197591786019011
"result.342","II",167897,-0.204004649136152,-0.251435193520491,0.327339840163785
"result.343","II",167936,0.0300819226586506,-0.100059715865864,-0.00252395542640128
"result.344","II",168036,-0.353382421157731,-0.35658366558533,0.468312387831707
"result.345","II",168129,0.096453168064567,-0.0466105099954182,0.0776362095543283
"result.346","II",168254,0.106239248997313,0.0467309426181447,-0.0992425878369854
"result.347","II",168279,0.0584929929767274,0.0918347120166671,-0.220840202085122
"result.348","II",168454,0.146661376381712,0.052069248963386,-0.132524210763542
"result.349","II",168536,0.189226332381417,0.18902999821999,-0.37432042453165
"result.350","II",168633,-0.129752710665501,0.0891284614747081,0.15694299608955
"result.351","II",168659,-0.130775055473802,-0.0317431256247104,0.236040457909134
"result.352","II",169529,-0.0958582751846695,-0.0650866165179268,0.196501800922941
"result.353","II",169566,-0.0323385148166862,0.00790831009726361,0.191794153329267
"result.354","II",169589,-0.177870067564695,-0.106234957844278,0.293023322016095
"result.355","II",169601,-0.160779449488332,-0.127515355917049,0.331033059789669
